_id,Term,First Name,Last Name,Committee,MTG #,Session Date,Session Type,Session Start-End Time,Present
1106,2022-2026,Shelley,Carroll,Executive Committee,3,2023-03-21,Morning,09:32AM - 12:29PM,Y
1107,2022-2026,Lily,Cheng,Executive Committee,3,2023-03-21,Morning,09:32AM - 12:29PM,Y
1108,2022-2026,Gary,Crawford,Executive Committee,3,2023-03-21,Morning,09:32AM - 12:29PM,Y
1109,2022-2026,Jennifer,McKelvie,Executive Committee,3,2023-03-21,Morning,09:32AM - 12:29PM,Y
1110,2022-2026,Amber,Morley,Executive Committee,3,2023-03-21,Morning,09:32AM - 12:29PM,Y
1111,2022-2026,James,Pasternak,Executive Committee,3,2023-03-21,Morning,09:32AM - 12:29PM,Y
1112,2022-2026,Paul,Ainslie,Executive Committee,3,2023-03-21,Afternoon,13:40PM - 15:40PM,Y
1113,2022-2026,Brad,Bradford,Executive Committee,3,2023-03-21,Afternoon,13:40PM - 15:40PM,Y
1114,2022-2026,Shelley,Carroll,Executive Committee,3,2023-03-21,Afternoon,13:40PM - 15:40PM,Y
1115,2022-2026,Lily,Cheng,Executive Committee,3,2023-03-21,Afternoon,13:40PM - 15:40PM,Y
1116,2022-2026,Gary,Crawford,Executive Committee,3,2023-03-21,Afternoon,13:40PM - 15:40PM,Y
1117,2022-2026,Jennifer,McKelvie,Executive Committee,3,2023-03-21,Afternoon,13:40PM - 15:40PM,Y
1118,2022-2026,Amber,Morley,Executive Committee,3,2023-03-21,Afternoon,13:40PM - 15:40PM,Y
1119,2022-2026,James,Pasternak,Executive Committee,3,2023-03-21,Afternoon,13:40PM - 15:40PM,Y
1120,2022-2026,Paula,Fletcher,Subcommittee on MetrolinxÃÂs Ontario Line Construction,1,2023-03-22,Morning,09:35AM - 13:26PM,Y
1121,2022-2026,Ausma,Malik,Subcommittee on MetrolinxÃÂs Ontario Line Construction,1,2023-03-22,Morning,09:35AM - 13:26PM,Y
1122,2022-2026,Chris,Moise,Subcommittee on MetrolinxÃÂs Ontario Line Construction,1,2023-03-22,Morning,09:35AM - 13:26PM,Y
1123,2022-2026,Alejandra,Bravo,Toronto Preservation Board,4,2023-03-23,Morning,09:32AM - 12:22PM,Y
1124,2022-2026,Alejandra,Bravo,Toronto Preservation Board,4,2023-03-23,Afternoon,12:27PM - 12:57PM,Y
1125,2022-2026,Alejandra,Bravo,Toronto Preservation Board,4,2023-03-23,Afternoon,12:58PM - 13:00PM,Y
1126,2022-2026,Brad,Bradford,CreateTO,3,2023-03-27,Afternoon,13:34PM - 14:25PM,Y
1127,2022-2026,Paula,Fletcher,CreateTO,3,2023-03-27,Afternoon,13:34PM - 14:25PM,Y
1128,2022-2026,Brad,Bradford,CreateTO,3,2023-03-27,Afternoon,14:31PM - 15:44PM,Y
1129,2022-2026,Paula,Fletcher,CreateTO,3,2023-03-27,Afternoon,14:31PM - 15:44PM,Y
1130,2022-2026,Brad,Bradford,CreateTO,3,2023-03-27,Afternoon,15:45PM - 15:51PM,Y
1131,2022-2026,Paula,Fletcher,CreateTO,3,2023-03-27,Afternoon,15:45PM - 15:51PM,Y
1132,2022-2026,Paul,Ainslie,City Council,5,2023-03-29,Morning,09:44AM - 12:25PM,Y
1133,2022-2026,Brad,Bradford,City Council,5,2023-03-29,Morning,09:44AM - 12:25PM,Y
1134,2022-2026,Alejandra,Bravo,City Council,5,2023-03-29,Morning,09:44AM - 12:25PM,Y
1135,2022-2026,Jon,Burnside,City Council,5,2023-03-29,Morning,09:44AM - 12:25PM,Y
1136,2022-2026,Shelley,Carroll,City Council,5,2023-03-29,Morning,09:44AM - 12:25PM,Y
1137,2022-2026,Lily,Cheng,City Council,5,2023-03-29,Morning,09:44AM - 12:25PM,Y
1138,2022-2026,Mike,Colle,City Council,5,2023-03-29,Morning,09:44AM - 12:25PM,Y
1139,2022-2026,Gary,Crawford,City Council,5,2023-03-29,Morning,09:44AM - 12:25PM,Y
1140,2022-2026,Vincent,Crisanti,City Council,5,2023-03-29,Morning,09:44AM - 12:25PM,Y
1141,2022-2026,Paula,Fletcher,City Council,5,2023-03-29,Morning,09:44AM - 12:25PM,Y
1142,2022-2026,Stephen,Holyday,City Council,5,2023-03-29,Morning,09:44AM - 12:25PM,Y
1143,2022-2026,Ausma,Malik,City Council,5,2023-03-29,Morning,09:44AM - 12:25PM,Y
1144,2022-2026,Nick,Mantas,City Council,5,2023-03-29,Morning,09:44AM - 12:25PM,Y
1145,2022-2026,Josh,Matlow,City Council,5,2023-03-29,Morning,09:44AM - 12:25PM,Y
1146,2022-2026,Jennifer,McKelvie,City Council,5,2023-03-29,Morning,09:44AM - 12:25PM,Y
1147,2022-2026,Chris,Moise,City Council,5,2023-03-29,Morning,09:44AM - 12:25PM,Y
1148,2022-2026,Amber,Morley,City Council,5,2023-03-29,Morning,09:44AM - 12:25PM,Y
1149,2022-2026,Jamaal,Myers,City Council,5,2023-03-29,Morning,09:44AM - 12:25PM,Y
1150,2022-2026,Frances,Nunziata,City Council,5,2023-03-29,Morning,09:44AM - 12:25PM,Y
1151,2022-2026,James,Pasternak,City Council,5,2023-03-29,Morning,09:44AM - 12:25PM,Y
1152,2022-2026,Gord,Perks,City Council,5,2023-03-29,Morning,09:44AM - 12:25PM,Y
1153,2022-2026,Anthony,Perruzza,City Council,5,2023-03-29,Morning,09:44AM - 12:25PM,Y
1154,2022-2026,Jaye,Robinson,City Council,5,2023-03-29,Morning,09:44AM - 12:25PM,Y
1155,2022-2026,Dianne,Saxe,City Council,5,2023-03-29,Morning,09:44AM - 12:25PM,Y
1156,2022-2026,Michael,Thompson,City Council,5,2023-03-29,Morning,09:44AM - 12:25PM,Y
1157,2022-2026,Paul,Ainslie,City Council,5,2023-03-29,Afternoon,14:12PM - 17:59PM,Y
1158,2022-2026,Brad,Bradford,City Council,5,2023-03-29,Afternoon,14:12PM - 17:59PM,Y
1159,2022-2026,Alejandra,Bravo,City Council,5,2023-03-29,Afternoon,14:12PM - 17:59PM,Y
1160,2022-2026,Jon,Burnside,City Council,5,2023-03-29,Afternoon,14:12PM - 17:59PM,Y
1161,2022-2026,Shelley,Carroll,City Council,5,2023-03-29,Afternoon,14:12PM - 17:59PM,Y
1162,2022-2026,Lily,Cheng,City Council,5,2023-03-29,Afternoon,14:12PM - 17:59PM,Y
1163,2022-2026,Mike,Colle,City Council,5,2023-03-29,Afternoon,14:12PM - 17:59PM,Y
1164,2022-2026,Gary,Crawford,City Council,5,2023-03-29,Afternoon,14:12PM - 17:59PM,Y
1165,2022-2026,Vincent,Crisanti,City Council,5,2023-03-29,Afternoon,14:12PM - 17:59PM,Y
1166,2022-2026,Paula,Fletcher,City Council,5,2023-03-29,Afternoon,14:12PM - 17:59PM,Y
1167,2022-2026,Stephen,Holyday,City Council,5,2023-03-29,Afternoon,14:12PM - 17:59PM,Y
1168,2022-2026,Ausma,Malik,City Council,5,2023-03-29,Afternoon,14:12PM - 17:59PM,Y
1169,2022-2026,Nick,Mantas,City Council,5,2023-03-29,Afternoon,14:12PM - 17:59PM,Y
1170,2022-2026,Josh,Matlow,City Council,5,2023-03-29,Afternoon,14:12PM - 17:59PM,Y
1171,2022-2026,Jennifer,McKelvie,City Council,5,2023-03-29,Afternoon,14:12PM - 17:59PM,Y
1172,2022-2026,Chris,Moise,City Council,5,2023-03-29,Afternoon,14:12PM - 17:59PM,Y
1173,2022-2026,Amber,Morley,City Council,5,2023-03-29,Afternoon,14:12PM - 17:59PM,Y
1174,2022-2026,Jamaal,Myers,City Council,5,2023-03-29,Afternoon,14:12PM - 17:59PM,Y
1175,2022-2026,Frances,Nunziata,City Council,5,2023-03-29,Afternoon,14:12PM - 17:59PM,Y
1176,2022-2026,James,Pasternak,City Council,5,2023-03-29,Afternoon,14:12PM - 17:59PM,Y
1177,2022-2026,Gord,Perks,City Council,5,2023-03-29,Afternoon,14:12PM - 17:59PM,Y
1178,2022-2026,Anthony,Perruzza,City Council,5,2023-03-29,Afternoon,14:12PM - 17:59PM,Y
1179,2022-2026,Jaye,Robinson,City Council,5,2023-03-29,Afternoon,14:12PM - 17:59PM,Y
1180,2022-2026,Dianne,Saxe,City Council,5,2023-03-29,Afternoon,14:12PM - 17:59PM,Y
1181,2022-2026,Michael,Thompson,City Council,5,2023-03-29,Afternoon,14:12PM - 17:59PM,Y
1182,2022-2026,Paul,Ainslie,City Council,5,2023-03-30,Morning,10:41AM(Roll Call),Y
1183,2022-2026,Brad,Bradford,City Council,5,2023-03-30,Morning,10:41AM(Roll Call),N
1184,2022-2026,Alejandra,Bravo,City Council,5,2023-03-30,Morning,10:41AM(Roll Call),Y
1185,2022-2026,Jon,Burnside,City Council,5,2023-03-30,Morning,10:41AM(Roll Call),Y
1186,2022-2026,Shelley,Carroll,City Council,5,2023-03-30,Morning,10:41AM(Roll Call),Y
1187,2022-2026,Lily,Cheng,City Council,5,2023-03-30,Morning,10:41AM(Roll Call),Y
1188,2022-2026,Mike,Colle,City Council,5,2023-03-30,Morning,10:41AM(Roll Call),Y
1189,2022-2026,Gary,Crawford,City Council,5,2023-03-30,Morning,10:41AM(Roll Call),N
1190,2022-2026,Vincent,Crisanti,City Council,5,2023-03-30,Morning,10:41AM(Roll Call),N
1191,2022-2026,Paula,Fletcher,City Council,5,2023-03-30,Morning,10:41AM(Roll Call),Y
1192,2022-2026,Stephen,Holyday,City Council,5,2023-03-30,Morning,10:41AM(Roll Call),Y
1193,2022-2026,Ausma,Malik,City Council,5,2023-03-30,Morning,10:41AM(Roll Call),Y
1194,2022-2026,Nick,Mantas,City Council,5,2023-03-30,Morning,10:41AM(Roll Call),N
1195,2022-2026,Josh,Matlow,City Council,5,2023-03-30,Morning,10:41AM(Roll Call),Y
1196,2022-2026,Jennifer,McKelvie,City Council,5,2023-03-30,Morning,10:41AM(Roll Call),Y
1197,2022-2026,Chris,Moise,City Council,5,2023-03-30,Morning,10:41AM(Roll Call),N
1198,2022-2026,Amber,Morley,City Council,5,2023-03-30,Morning,10:41AM(Roll Call),Y
1199,2022-2026,Jamaal,Myers,City Council,5,2023-03-30,Morning,10:41AM(Roll Call),Y
1200,2022-2026,Frances,Nunziata,City Council,5,2023-03-30,Morning,10:41AM(Roll Call),Y
1201,2022-2026,James,Pasternak,City Council,5,2023-03-30,Morning,10:41AM(Roll Call),Y
1202,2022-2026,Gord,Perks,City Council,5,2023-03-30,Morning,10:41AM(Roll Call),N
1203,2022-2026,Anthony,Perruzza,City Council,5,2023-03-30,Morning,10:41AM(Roll Call),N
1204,2022-2026,Jaye,Robinson,City Council,5,2023-03-30,Morning,10:41AM(Roll Call),N
1205,2022-2026,Dianne,Saxe,City Council,5,2023-03-30,Morning,10:41AM(Roll Call),Y
1206,2022-2026,Michael,Thompson,City Council,5,2023-03-30,Morning,10:41AM(Roll Call),N
1207,2022-2026,Paul,Ainslie,City Council,5,2023-03-30,Afternoon,14:12PM - 18:56PM,Y
1208,2022-2026,Brad,Bradford,City Council,5,2023-03-30,Afternoon,14:12PM - 18:56PM,Y
1209,2022-2026,Alejandra,Bravo,City Council,5,2023-03-30,Afternoon,14:12PM - 18:56PM,Y
1210,2022-2026,Jon,Burnside,City Council,5,2023-03-30,Afternoon,14:12PM - 18:56PM,Y
1211,2022-2026,Shelley,Carroll,City Council,5,2023-03-30,Afternoon,14:12PM - 18:56PM,Y
1212,2022-2026,Lily,Cheng,City Council,5,2023-03-30,Afternoon,14:12PM - 18:56PM,Y
1213,2022-2026,Mike,Colle,City Council,5,2023-03-30,Afternoon,14:12PM - 18:56PM,Y
1214,2022-2026,Gary,Crawford,City Council,5,2023-03-30,Afternoon,14:12PM - 18:56PM,Y
1215,2022-2026,Vincent,Crisanti,City Council,5,2023-03-30,Afternoon,14:12PM - 18:56PM,Y
1216,2022-2026,Paula,Fletcher,City Council,5,2023-03-30,Afternoon,14:12PM - 18:56PM,Y
1217,2022-2026,Stephen,Holyday,City Council,5,2023-03-30,Afternoon,14:12PM - 18:56PM,Y
1218,2022-2026,Ausma,Malik,City Council,5,2023-03-30,Afternoon,14:12PM - 18:56PM,Y
1219,2022-2026,Nick,Mantas,City Council,5,2023-03-30,Afternoon,14:12PM - 18:56PM,N
1220,2022-2026,Josh,Matlow,City Council,5,2023-03-30,Afternoon,14:12PM - 18:56PM,Y
1221,2022-2026,Jennifer,McKelvie,City Council,5,2023-03-30,Afternoon,14:12PM - 18:56PM,Y
1222,2022-2026,Chris,Moise,City Council,5,2023-03-30,Afternoon,14:12PM - 18:56PM,Y
1223,2022-2026,Amber,Morley,City Council,5,2023-03-30,Afternoon,14:12PM - 18:56PM,Y
1224,2022-2026,Jamaal,Myers,City Council,5,2023-03-30,Afternoon,14:12PM - 18:56PM,Y
1225,2022-2026,Frances,Nunziata,City Council,5,2023-03-30,Afternoon,14:12PM - 18:56PM,Y
1226,2022-2026,James,Pasternak,City Council,5,2023-03-30,Afternoon,14:12PM - 18:56PM,Y
1227,2022-2026,Gord,Perks,City Council,5,2023-03-30,Afternoon,14:12PM - 18:56PM,Y
1228,2022-2026,Anthony,Perruzza,City Council,5,2023-03-30,Afternoon,14:12PM - 18:56PM,Y
1229,2022-2026,Jaye,Robinson,City Council,5,2023-03-30,Afternoon,14:12PM - 18:56PM,Y
1230,2022-2026,Dianne,Saxe,City Council,5,2023-03-30,Afternoon,14:12PM - 18:56PM,Y
1231,2022-2026,Michael,Thompson,City Council,5,2023-03-30,Afternoon,14:12PM - 18:56PM,Y
1232,2022-2026,Paul,Ainslie,City Council,5,2023-03-31,Morning,09:42AM - 12:40PM,Y
1233,2022-2026,Brad,Bradford,City Council,5,2023-03-31,Morning,09:42AM - 12:40PM,Y
1234,2022-2026,Alejandra,Bravo,City Council,5,2023-03-31,Morning,09:42AM - 12:40PM,Y
1235,2022-2026,Jon,Burnside,City Council,5,2023-03-31,Morning,09:42AM - 12:40PM,Y
1236,2022-2026,Shelley,Carroll,City Council,5,2023-03-31,Morning,09:42AM - 12:40PM,Y
1237,2022-2026,Lily,Cheng,City Council,5,2023-03-31,Morning,09:42AM - 12:40PM,Y
1238,2022-2026,Mike,Colle,City Council,5,2023-03-31,Morning,09:42AM - 12:40PM,Y
1239,2022-2026,Gary,Crawford,City Council,5,2023-03-31,Morning,09:42AM - 12:40PM,Y
1240,2022-2026,Vincent,Crisanti,City Council,5,2023-03-31,Morning,09:42AM - 12:40PM,Y
1241,2022-2026,Paula,Fletcher,City Council,5,2023-03-31,Morning,09:42AM - 12:40PM,Y
1242,2022-2026,Stephen,Holyday,City Council,5,2023-03-31,Morning,09:42AM - 12:40PM,Y
1243,2022-2026,Ausma,Malik,City Council,5,2023-03-31,Morning,09:42AM - 12:40PM,Y
1244,2022-2026,Nick,Mantas,City Council,5,2023-03-31,Morning,09:42AM - 12:40PM,Y
1245,2022-2026,Josh,Matlow,City Council,5,2023-03-31,Morning,09:42AM - 12:40PM,Y
1246,2022-2026,Jennifer,McKelvie,City Council,5,2023-03-31,Morning,09:42AM - 12:40PM,Y
1247,2022-2026,Chris,Moise,City Council,5,2023-03-31,Morning,09:42AM - 12:40PM,Y
1248,2022-2026,Amber,Morley,City Council,5,2023-03-31,Morning,09:42AM - 12:40PM,Y
1249,2022-2026,Jamaal,Myers,City Council,5,2023-03-31,Morning,09:42AM - 12:40PM,Y
1250,2022-2026,Frances,Nunziata,City Council,5,2023-03-31,Morning,09:42AM - 12:40PM,Y
1251,2022-2026,James,Pasternak,City Council,5,2023-03-31,Morning,09:42AM - 12:40PM,Y
1252,2022-2026,Gord,Perks,City Council,5,2023-03-31,Morning,09:42AM - 12:40PM,Y
1253,2022-2026,Anthony,Perruzza,City Council,5,2023-03-31,Morning,09:42AM - 12:40PM,Y
1254,2022-2026,Jaye,Robinson,City Council,5,2023-03-31,Morning,09:42AM - 12:40PM,Y
1255,2022-2026,Dianne,Saxe,City Council,5,2023-03-31,Morning,09:42AM - 12:40PM,Y
1256,2022-2026,Michael,Thompson,City Council,5,2023-03-31,Morning,09:42AM - 12:40PM,Y
1257,2022-2026,Paul,Ainslie,City Council,5,2023-03-31,Afternoon,16:35PM(Roll Call),Y
1258,2022-2026,Brad,Bradford,City Council,5,2023-03-31,Afternoon,16:35PM(Roll Call),Y
1259,2022-2026,Alejandra,Bravo,City Council,5,2023-03-31,Afternoon,16:35PM(Roll Call),Y
1260,2022-2026,Jon,Burnside,City Council,5,2023-03-31,Afternoon,16:35PM(Roll Call),Y
1261,2022-2026,Shelley,Carroll,City Council,5,2023-03-31,Afternoon,16:35PM(Roll Call),Y
1262,2022-2026,Lily,Cheng,City Council,5,2023-03-31,Afternoon,16:35PM(Roll Call),N
1263,2022-2026,Mike,Colle,City Council,5,2023-03-31,Afternoon,16:35PM(Roll Call),N
1264,2022-2026,Gary,Crawford,City Council,5,2023-03-31,Afternoon,16:35PM(Roll Call),Y
1265,2022-2026,Vincent,Crisanti,City Council,5,2023-03-31,Afternoon,16:35PM(Roll Call),N
1266,2022-2026,Paula,Fletcher,City Council,5,2023-03-31,Afternoon,16:35PM(Roll Call),Y
1267,2022-2026,Stephen,Holyday,City Council,5,2023-03-31,Afternoon,16:35PM(Roll Call),Y
1268,2022-2026,Ausma,Malik,City Council,5,2023-03-31,Afternoon,16:35PM(Roll Call),Y
1269,2022-2026,Nick,Mantas,City Council,5,2023-03-31,Afternoon,16:35PM(Roll Call),Y
1270,2022-2026,Josh,Matlow,City Council,5,2023-03-31,Afternoon,16:35PM(Roll Call),Y
1271,2022-2026,Jennifer,McKelvie,City Council,5,2023-03-31,Afternoon,16:35PM(Roll Call),Y
1272,2022-2026,Chris,Moise,City Council,5,2023-03-31,Afternoon,16:35PM(Roll Call),Y
1273,2022-2026,Amber,Morley,City Council,5,2023-03-31,Afternoon,16:35PM(Roll Call),Y
1274,2022-2026,Jamaal,Myers,City Council,5,2023-03-31,Afternoon,16:35PM(Roll Call),Y
1275,2022-2026,Frances,Nunziata,City Council,5,2023-03-31,Afternoon,16:35PM(Roll Call),Y
1276,2022-2026,James,Pasternak,City Council,5,2023-03-31,Afternoon,16:35PM(Roll Call),N
1277,2022-2026,Gord,Perks,City Council,5,2023-03-31,Afternoon,16:35PM(Roll Call),Y
1278,2022-2026,Anthony,Perruzza,City Council,5,2023-03-31,Afternoon,16:35PM(Roll Call),Y
1279,2022-2026,Jaye,Robinson,City Council,5,2023-03-31,Afternoon,16:35PM(Roll Call),Y
1280,2022-2026,Dianne,Saxe,City Council,5,2023-03-31,Afternoon,16:35PM(Roll Call),N
1281,2022-2026,Michael,Thompson,City Council,5,2023-03-31,Afternoon,16:35PM(Roll Call),Y
1282,2022-2026,Vincent,Crisanti,Etobicoke York Community Council,4,2023-04-03,Morning,09:39AM - 10:59AM,Y
1283,2022-2026,Stephen,Holyday,Etobicoke York Community Council,4,2023-04-03,Morning,09:39AM - 10:59AM,Y
1284,2022-2026,Amber,Morley,Etobicoke York Community Council,4,2023-04-03,Morning,09:39AM - 10:59AM,Y
1285,2022-2026,Frances,Nunziata,Etobicoke York Community Council,4,2023-04-03,Morning,09:39AM - 10:59AM,Y
1286,2022-2026,Anthony,Perruzza,Etobicoke York Community Council,4,2023-04-03,Morning,09:39AM - 10:59AM,Y
1287,2022-2026,Paul,Ainslie,Board of Governors of Exhibition Place,3,2023-04-04,Morning,09:33AM - 10:17AM,Y
1288,2022-2026,Gary,Crawford,Board of Governors of Exhibition Place,3,2023-04-04,Morning,09:33AM - 10:17AM,Y
1289,2022-2026,Ausma,Malik,Board of Governors of Exhibition Place,3,2023-04-04,Morning,09:33AM - 10:17AM,Y
1290,2022-2026,Nick,Mantas,Board of Governors of Exhibition Place,3,2023-04-04,Morning,09:33AM - 10:17AM,N
1291,2022-2026,Anthony,Perruzza,Board of Governors of Exhibition Place,3,2023-04-04,Morning,09:33AM - 10:17AM,Y
1292,2022-2026,Paul,Ainslie,Board of Governors of Exhibition Place,3,2023-04-04,Morning,10:22AM - 10:40AM,Y
1293,2022-2026,Gary,Crawford,Board of Governors of Exhibition Place,3,2023-04-04,Morning,10:22AM - 10:40AM,Y
1294,2022-2026,Ausma,Malik,Board of Governors of Exhibition Place,3,2023-04-04,Morning,10:22AM - 10:40AM,Y
1295,2022-2026,Nick,Mantas,Board of Governors of Exhibition Place,3,2023-04-04,Morning,10:22AM - 10:40AM,N
1296,2022-2026,Anthony,Perruzza,Board of Governors of Exhibition Place,3,2023-04-04,Morning,10:22AM - 10:40AM,Y
1297,2022-2026,Paul,Ainslie,Board of Governors of Exhibition Place,3,2023-04-04,Morning,10:41AM - 10:42AM,Y
1298,2022-2026,Gary,Crawford,Board of Governors of Exhibition Place,3,2023-04-04,Morning,10:41AM - 10:42AM,Y
1299,2022-2026,Ausma,Malik,Board of Governors of Exhibition Place,3,2023-04-04,Morning,10:41AM - 10:42AM,Y
1300,2022-2026,Nick,Mantas,Board of Governors of Exhibition Place,3,2023-04-04,Morning,10:41AM - 10:42AM,N
1301,2022-2026,Anthony,Perruzza,Board of Governors of Exhibition Place,3,2023-04-04,Morning,10:41AM - 10:42AM,Y
1302,2022-2026,Paul,Ainslie,Scarborough Community Council,4,2023-04-05,Morning,09:36AM - 10:12AM,Y
1303,2022-2026,Gary,Crawford,Scarborough Community Council,4,2023-04-05,Morning,09:36AM - 10:12AM,Y
1304,2022-2026,Nick,Mantas,Scarborough Community Council,4,2023-04-05,Morning,09:36AM - 10:12AM,Y
1305,2022-2026,Jennifer,McKelvie,Scarborough Community Council,4,2023-04-05,Morning,09:36AM - 10:12AM,Y
1306,2022-2026,Jamaal,Myers,Scarborough Community Council,4,2023-04-05,Morning,09:36AM - 10:12AM,Y
1307,2022-2026,Michael,Thompson,Scarborough Community Council,4,2023-04-05,Morning,09:36AM - 10:12AM,Y
1308,2022-2026,Brad,Bradford,Toronto and East York Community Council,4,2023-04-12,Morning,09:41AM - 12:30PM,Y
1309,2022-2026,Alejandra,Bravo,Toronto and East York Community Council,4,2023-04-12,Morning,09:41AM - 12:30PM,Y
1310,2022-2026,Paula,Fletcher,Toronto and East York Community Council,4,2023-04-12,Morning,09:41AM - 12:30PM,Y
1311,2022-2026,Ausma,Malik,Toronto and East York Community Council,4,2023-04-12,Morning,09:41AM - 12:30PM,Y
1312,2022-2026,Josh,Matlow,Toronto and East York Community Council,4,2023-04-12,Morning,09:41AM - 12:30PM,Y
1313,2022-2026,Chris,Moise,Toronto and East York Community Council,4,2023-04-12,Morning,09:41AM - 12:30PM,Y
1314,2022-2026,Gord,Perks,Toronto and East York Community Council,4,2023-04-12,Morning,09:41AM - 12:30PM,Y
1315,2022-2026,Dianne,Saxe,Toronto and East York Community Council,4,2023-04-12,Morning,09:41AM - 12:30PM,Y
1316,2022-2026,Brad,Bradford,Toronto and East York Community Council,4,2023-04-12,Afternoon,13:37PM - 17:36PM,Y
1317,2022-2026,Alejandra,Bravo,Toronto and East York Community Council,4,2023-04-12,Afternoon,13:37PM - 17:36PM,Y
1318,2022-2026,Paula,Fletcher,Toronto and East York Community Council,4,2023-04-12,Afternoon,13:37PM - 17:36PM,N
1319,2022-2026,Ausma,Malik,Toronto and East York Community Council,4,2023-04-12,Afternoon,13:37PM - 17:36PM,Y
1320,2022-2026,Josh,Matlow,Toronto and East York Community Council,4,2023-04-12,Afternoon,13:37PM - 17:36PM,Y
1321,2022-2026,Chris,Moise,Toronto and East York Community Council,4,2023-04-12,Afternoon,13:37PM - 17:36PM,Y
1322,2022-2026,Gord,Perks,Toronto and East York Community Council,4,2023-04-12,Afternoon,13:37PM - 17:36PM,Y
1323,2022-2026,Dianne,Saxe,Toronto and East York Community Council,4,2023-04-12,Afternoon,13:37PM - 17:36PM,Y
1324,2022-2026,Brad,Bradford,Toronto and East York Community Council,4,2023-04-12,Afternoon,17:43PM - 17:56PM,N
1325,2022-2026,Alejandra,Bravo,Toronto and East York Community Council,4,2023-04-12,Afternoon,17:43PM - 17:56PM,Y
1326,2022-2026,Paula,Fletcher,Toronto and East York Community Council,4,2023-04-12,Afternoon,17:43PM - 17:56PM,N
1327,2022-2026,Ausma,Malik,Toronto and East York Community Council,4,2023-04-12,Afternoon,17:43PM - 17:56PM,Y
1328,2022-2026,Josh,Matlow,Toronto and East York Community Council,4,2023-04-12,Afternoon,17:43PM - 17:56PM,N
1329,2022-2026,Chris,Moise,Toronto and East York Community Council,4,2023-04-12,Afternoon,17:43PM - 17:56PM,Y
1330,2022-2026,Gord,Perks,Toronto and East York Community Council,4,2023-04-12,Afternoon,17:43PM - 17:56PM,Y
1331,2022-2026,Dianne,Saxe,Toronto and East York Community Council,4,2023-04-12,Afternoon,17:43PM - 17:56PM,Y
1332,2022-2026,Brad,Bradford,Toronto and East York Community Council,4,2023-04-12,Evening,18:37PM - 20:56PM,N
1333,2022-2026,Alejandra,Bravo,Toronto and East York Community Council,4,2023-04-12,Evening,18:37PM - 20:56PM,Y
1334,2022-2026,Paula,Fletcher,Toronto and East York Community Council,4,2023-04-12,Evening,18:37PM - 20:56PM,N
1335,2022-2026,Ausma,Malik,Toronto and East York Community Council,4,2023-04-12,Evening,18:37PM - 20:56PM,Y
1336,2022-2026,Josh,Matlow,Toronto and East York Community Council,4,2023-04-12,Evening,18:37PM - 20:56PM,N
1337,2022-2026,Chris,Moise,Toronto and East York Community Council,4,2023-04-12,Evening,18:37PM - 20:56PM,Y
1338,2022-2026,Gord,Perks,Toronto and East York Community Council,4,2023-04-12,Evening,18:37PM - 20:56PM,Y
